order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,department_id,department,product_name
2693841,136145,12,6,15,6.0,21,11,1,16,dairy eggs,packaged cheese
2693841,136145,12,6,15,6.0,83,12,1,4,produce,fresh vegetables
2693841,136145,12,6,15,6.0,121,13,0,14,breakfast,cereal
2693841,136145,12,6,15,6.0,129,14,1,1,frozen,frozen appetizers sides
2693841,136145,12,6,15,6.0,24,15,0,4,produce,fresh fruits
2693841,136145,12,6,15,6.0,30,16,0,6,international,latino foods
2693841,136145,12,6,15,6.0,81,17,0,15,canned goods,canned jarred vegetables
2693841,136145,12,6,15,6.0,35,18,0,12,meat seafood,poultry counter
2693841,136145,12,6,15,6.0,96,19,0,20,deli,lunch meat
2356148,116647,17,2,16,3.0,51,1,0,13,pantry,preserved dips spreads
2356148,116647,17,2,16,3.0,110,2,1,13,pantry,pickled goods olives
2356148,116647,17,2,16,3.0,16,3,1,4,produce,fresh herbs
2356148,116647,17,2,16,3.0,83,4,1,4,produce,fresh vegetables
2356148,116647,17,2,16,3.0,24,5,1,4,produce,fresh fruits
2356148,116647,17,2,16,3.0,53,6,1,16,dairy eggs,cream
2356148,116647,17,2,16,3.0,83,7,1,4,produce,fresh vegetables
2356148,116647,17,2,16,3.0,24,8,1,4,produce,fresh fruits
2356148,116647,17,2,16,3.0,83,9,1,4,produce,fresh vegetables
2356148,116647,17,2,16,3.0,67,10,1,20,deli,fresh dips tapenades
2356148,116647,17,2,16,3.0,83,11,1,4,produce,fresh vegetables
2356148,116647,17,2,16,3.0,83,12,1,4,produce,fresh vegetables
2356148,116647,17,2,16,3.0,37,13,1,1,frozen,ice cream ice
2209221,162139,6,6,22,6.0,24,1,1,4,produce,fresh fruits
2209221,162139,6,6,22,6.0,120,2,1,16,dairy eggs,yogurt
2209221,162139,6,6,22,6.0,120,3,1,16,dairy eggs,yogurt
2209221,162139,6,6,22,6.0,120,4,1,16,dairy eggs,yogurt
2209221,162139,6,6,22,6.0,3,5,1,19,snacks,energy granola bars
2209221,162139,6,6,22,6.0,91,6,1,16,dairy eggs,soy lactosefree
2209221,162139,6,6,22,6.0,120,7,1,16,dairy eggs,yogurt
2209221,162139,6,6,22,6.0,2,8,1,16,dairy eggs,specialty cheeses
2209221,162139,6,6,22,6.0,120,9,1,16,dairy eggs,yogurt
2209221,162139,6,6,22,6.0,83,10,1,4,produce,fresh vegetables
2209221,162139,6,6,22,6.0,96,11,1,20,deli,lunch meat
2209221,162139,6,6,22,6.0,59,12,0,15,canned goods,canned meals beans
2209221,162139,6,6,22,6.0,86,13,0,16,dairy eggs,eggs
2209221,162139,6,6,22,6.0,123,14,0,4,produce,packaged vegetables fruits
2209221,162139,6,6,22,6.0,52,15,0,1,frozen,frozen breakfast
1292859,56625,3,6,20,30.0,91,1,0,16,dairy eggs,soy lactosefree
1292859,56625,3,6,20,30.0,36,2,0,16,dairy eggs,butter
1292859,56625,3,6,20,30.0,21,3,0,16,dairy eggs,packaged cheese
1292859,56625,3,6,20,30.0,21,4,0,16,dairy eggs,packaged cheese
1292859,56625,3,6,20,30.0,21,5,0,16,dairy eggs,packaged cheese
1292859,56625,3,6,20,30.0,19,6,0,13,pantry,oils vinegars
1292859,56625,3,6,20,30.0,19,7,0,13,pantry,oils vinegars
1292859,56625,3,6,20,30.0,63,8,0,9,dry goods pasta,grains rice dried goods
2039309,7358,58,1,8,9.0,120,1,1,16,dairy eggs,yogurt
2039309,7358,58,1,8,9.0,54,2,1,17,household,paper goods
2039309,7358,58,1,8,9.0,23,3,1,19,snacks,popcorn jerky
2039309,7358,58,1,8,9.0,106,4,1,12,meat seafood,hot dogs bacon sausage
2039309,7358,58,1,8,9.0,111,5,1,17,household,plates bowls cups flatware
2039309,7358,58,1,8,9.0,30,6,0,6,international,latino foods
2039309,7358,58,1,8,9.0,51,7,1,13,pantry,preserved dips spreads
2039309,7358,58,1,8,9.0,107,8,1,19,snacks,chips pretzels
2039309,7358,58,1,8,9.0,21,9,1,16,dairy eggs,packaged cheese
2039309,7358,58,1,8,9.0,108,10,0,16,dairy eggs,other creams cheeses
2039309,7358,58,1,8,9.0,59,11,1,15,canned goods,canned meals beans
2039309,7358,58,1,8,9.0,36,12,1,16,dairy eggs,butter
2039309,7358,58,1,8,9.0,4,13,1,9,dry goods pasta,instant foods
2039309,7358,58,1,8,9.0,112,14,1,3,bakery,bread
276254,155987,6,3,9,7.0,45,1,1,19,snacks,candy chocolate
276254,155987,6,3,9,7.0,123,2,1,4,produce,packaged vegetables fruits
276254,155987,6,3,9,7.0,24,3,1,4,produce,fresh fruits
276254,155987,6,3,9,7.0,67,4,0,20,deli,fresh dips tapenades
276254,155987,6,3,9,7.0,123,5,1,4,produce,packaged vegetables fruits
276254,155987,6,3,9,7.0,78,6,1,19,snacks,crackers
276254,155987,6,3,9,7.0,54,7,1,17,household,paper goods
276254,155987,6,3,9,7.0,120,8,0,16,dairy eggs,yogurt
276254,155987,6,3,9,7.0,24,9,1,4,produce,fresh fruits
276254,155987,6,3,9,7.0,120,10,0,16,dairy eggs,yogurt
276254,155987,6,3,9,7.0,2,11,0,16,dairy eggs,specialty cheeses
276254,155987,6,3,9,7.0,42,12,0,1,frozen,frozen vegan vegetarian
276254,155987,6,3,9,7.0,88,13,0,13,pantry,spreads
276254,155987,6,3,9,7.0,117,14,0,19,snacks,nuts seeds dried fruit
2579016,143394,3,6,19,2.0,24,1,0,4,produce,fresh fruits
2579016,143394,3,6,19,2.0,99,2,0,15,canned goods,canned fruit applesauce
2579016,143394,3,6,19,2.0,123,3,1,4,produce,packaged vegetables fruits
2579016,143394,3,6,19,2.0,3,4,1,19,snacks,energy granola bars
2579016,143394,3,6,19,2.0,116,5,1,1,frozen,frozen produce
2579016,143394,3,6,19,2.0,130,6,0,14,breakfast,hot cereal pancake mixes
2579016,143394,3,6,19,2.0,21,7,0,16,dairy eggs,packaged cheese
2579016,143394,3,6,19,2.0,131,8,0,9,dry goods pasta,dry pasta
2579016,143394,3,6,19,2.0,83,9,0,4,produce,fresh vegetables
2579016,143394,3,6,19,2.0,63,10,0,9,dry goods pasta,grains rice dried goods
2579016,143394,3,6,19,2.0,93,11,0,3,bakery,breakfast bakery
2579016,143394,3,6,19,2.0,79,12,0,1,frozen,frozen pizza
1177355,180398,5,1,15,3.0,134,1,1,5,alcohol,specialty wines champagnes
1177355,180398,5,1,15,3.0,62,2,0,5,alcohol,white wines
1177355,180398,5,1,15,3.0,93,3,0,3,bakery,breakfast bakery
3204547,127224,12,0,22,0.0,45,1,0,19,snacks,candy chocolate
3045739,170761,5,0,15,14.0,106,1,1,12,meat seafood,hot dogs bacon sausage
3045739,170761,5,0,15,14.0,35,2,1,12,meat seafood,poultry counter
3045739,170761,5,0,15,14.0,123,3,1,4,produce,packaged vegetables fruits
3045739,170761,5,0,15,14.0,83,4,1,4,produce,fresh vegetables
3045739,170761,5,0,15,14.0,115,5,1,7,beverages,water seltzer sparkling water
3045739,170761,5,0,15,14.0,86,6,1,16,dairy eggs,eggs
3045739,170761,5,0,15,14.0,24,7,1,4,produce,fresh fruits
930903,41405,18,3,8,13.0,24,1,1,4,produce,fresh fruits
930903,41405,18,3,8,13.0,24,2,1,4,produce,fresh fruits
930903,41405,18,3,8,13.0,123,3,1,4,produce,packaged vegetables fruits
930903,41405,18,3,8,13.0,24,4,1,4,produce,fresh fruits
930903,41405,18,3,8,13.0,4,5,0,9,dry goods pasta,instant foods
75703,31283,15,2,19,4.0,3,1,1,19,snacks,energy granola bars
75703,31283,15,2,19,4.0,24,2,1,4,produce,fresh fruits
75703,31283,15,2,19,4.0,98,3,1,7,beverages,juice nectars
75703,31283,15,2,19,4.0,115,4,1,7,beverages,water seltzer sparkling water
75703,31283,15,2,19,4.0,115,5,0,7,beverages,water seltzer sparkling water
75703,31283,15,2,19,4.0,123,6,1,4,produce,packaged vegetables fruits
75703,31283,15,2,19,4.0,67,7,1,20,deli,fresh dips tapenades
2319361,37775,14,0,16,8.0,67,1,1,20,deli,fresh dips tapenades
2319361,37775,14,0,16,8.0,83,2,1,4,produce,fresh vegetables
2319361,37775,14,0,16,8.0,24,3,1,4,produce,fresh fruits
2319361,37775,14,0,16,8.0,84,4,1,16,dairy eggs,milk
2319361,37775,14,0,16,8.0,24,5,1,4,produce,fresh fruits
2319361,37775,14,0,16,8.0,24,6,1,4,produce,fresh fruits
2319361,37775,14,0,16,8.0,112,7,1,3,bakery,bread
2319361,37775,14,0,16,8.0,24,8,1,4,produce,fresh fruits
2319361,37775,14,0,16,8.0,96,9,1,20,deli,lunch meat
2319361,37775,14,0,16,8.0,24,10,1,4,produce,fresh fruits
2319361,37775,14,0,16,8.0,120,11,1,16,dairy eggs,yogurt
2319361,37775,14,0,16,8.0,116,12,1,1,frozen,frozen produce
2319361,37775,14,0,16,8.0,123,13,1,4,produce,packaged vegetables fruits
2319361,37775,14,0,16,8.0,24,14,1,4,produce,fresh fruits
253249,122823,10,1,12,8.0,24,1,0,4,produce,fresh fruits
253249,122823,10,1,12,8.0,66,2,0,6,international,asian foods
253249,122823,10,1,12,8.0,84,3,1,16,dairy eggs,milk
253249,122823,10,1,12,8.0,120,4,1,16,dairy eggs,yogurt
253249,122823,10,1,12,8.0,24,5,1,4,produce,fresh fruits
253249,122823,10,1,12,8.0,83,6,1,4,produce,fresh vegetables
253249,122823,10,1,12,8.0,123,7,1,4,produce,packaged vegetables fruits
253249,122823,10,1,12,8.0,83,8,1,4,produce,fresh vegetables
253249,122823,10,1,12,8.0,83,9,1,4,produce,fresh vegetables
253249,122823,10,1,12,8.0,123,10,1,4,produce,packaged vegetables fruits
253249,122823,10,1,12,8.0,83,11,1,4,produce,fresh vegetables
253249,122823,10,1,12,8.0,19,12,0,13,pantry,oils vinegars
253249,122823,10,1,12,8.0,24,13,0,4,produce,fresh fruits
253249,122823,10,1,12,8.0,24,14,0,4,produce,fresh fruits
253249,122823,10,1,12,8.0,24,15,0,4,produce,fresh fruits
253249,122823,10,1,12,8.0,83,16,0,4,produce,fresh vegetables
253249,122823,10,1,12,8.0,83,17,0,4,produce,fresh vegetables
3114046,47413,3,1,10,7.0,26,1,0,7,beverages,coffee
3114046,47413,3,1,10,7.0,106,2,1,12,meat seafood,hot dogs bacon sausage
3114046,47413,3,1,10,7.0,128,3,0,3,bakery,tortillas flat bread
3114046,47413,3,1,10,7.0,72,4,0,13,pantry,condiments
3114046,47413,3,1,10,7.0,116,5,0,1,frozen,frozen produce
3114046,47413,3,1,10,7.0,123,6,0,4,produce,packaged vegetables fruits
3114046,47413,3,1,10,7.0,104,7,0,13,pantry,spices seasonings
3114046,47413,3,1,10,7.0,52,8,0,1,frozen,frozen breakfast
3114046,47413,3,1,10,7.0,61,9,0,19,snacks,cookies cakes
3114046,47413,3,1,10,7.0,112,10,0,3,bakery,bread
3114046,47413,3,1,10,7.0,128,11,0,3,bakery,tortillas flat bread
3114046,47413,3,1,10,7.0,38,12,0,1,frozen,frozen meals
3114046,47413,3,1,10,7.0,52,13,0,1,frozen,frozen breakfast
3114046,47413,3,1,10,7.0,83,14,0,4,produce,fresh vegetables
3114046,47413,3,1,10,7.0,83,15,0,4,produce,fresh vegetables
3114046,47413,3,1,10,7.0,69,16,0,15,canned goods,soup broth bouillon
3114046,47413,3,1,10,7.0,24,17,0,4,produce,fresh fruits
3114046,47413,3,1,10,7.0,24,18,0,4,produce,fresh fruits
3114046,47413,3,1,10,7.0,83,19,0,4,produce,fresh vegetables
3114046,47413,3,1,10,7.0,81,20,0,15,canned goods,canned jarred vegetables
3114046,47413,3,1,10,7.0,16,21,1,4,produce,fresh herbs
3114046,47413,3,1,10,7.0,69,22,0,15,canned goods,soup broth bouillon
3114046,47413,3,1,10,7.0,69,23,0,15,canned goods,soup broth bouillon
3114046,47413,3,1,10,7.0,31,24,1,7,beverages,refrigerated
3114046,47413,3,1,10,7.0,115,25,0,7,beverages,water seltzer sparkling water
3114046,47413,3,1,10,7.0,115,26,0,7,beverages,water seltzer sparkling water
3114046,47413,3,1,10,7.0,66,27,0,6,international,asian foods
3114046,47413,3,1,10,7.0,83,28,0,4,produce,fresh vegetables
3114046,47413,3,1,10,7.0,24,29,0,4,produce,fresh fruits
3114046,47413,3,1,10,7.0,123,30,0,4,produce,packaged vegetables fruits
3114046,47413,3,1,10,7.0,78,31,0,19,snacks,crackers
3114046,47413,3,1,10,7.0,96,32,0,20,deli,lunch meat
1977702,202035,43,3,12,9.0,26,1,0,7,beverages,coffee
1977702,202035,43,3,12,9.0,94,2,0,7,beverages,tea
1977702,202035,43,3,12,9.0,94,3,0,7,beverages,tea
1977702,202035,43,3,12,9.0,24,4,1,4,produce,fresh fruits
1977702,202035,43,3,12,9.0,24,5,1,4,produce,fresh fruits
1977702,202035,43,3,12,9.0,24,6,1,4,produce,fresh fruits
1977702,202035,43,3,12,9.0,24,7,1,4,produce,fresh fruits
1977702,202035,43,3,12,9.0,24,8,1,4,produce,fresh fruits
1977702,202035,43,3,12,9.0,84,9,1,16,dairy eggs,milk
1977702,202035,43,3,12,9.0,91,10,0,16,dairy eggs,soy lactosefree
1977702,202035,43,3,12,9.0,91,11,1,16,dairy eggs,soy lactosefree
1977702,202035,43,3,12,9.0,91,12,0,16,dairy eggs,soy lactosefree
1977702,202035,43,3,12,9.0,91,13,0,16,dairy eggs,soy lactosefree
1977702,202035,43,3,12,9.0,91,14,1,16,dairy eggs,soy lactosefree
1977702,202035,43,3,12,9.0,112,15,1,3,bakery,bread
1977702,202035,43,3,12,9.0,112,16,1,3,bakery,bread
1977702,202035,43,3,12,9.0,120,17,0,16,dairy eggs,yogurt
1977702,202035,43,3,12,9.0,120,18,1,16,dairy eggs,yogurt
1977702,202035,43,3,12,9.0,120,19,1,16,dairy eggs,yogurt
1977702,202035,43,3,12,9.0,120,20,1,16,dairy eggs,yogurt
1977702,202035,43,3,12,9.0,32,21,1,4,produce,packaged produce
1977702,202035,43,3,12,9.0,21,22,1,16,dairy eggs,packaged cheese
1977702,202035,43,3,12,9.0,120,23,0,16,dairy eggs,yogurt
2472768,83719,3,5,12,7.0,120,1,1,16,dairy eggs,yogurt
2472768,83719,3,5,12,7.0,37,2,0,1,frozen,ice cream ice
2472768,83719,3,5,12,7.0,84,3,0,16,dairy eggs,milk
2472768,83719,3,5,12,7.0,108,4,0,16,dairy eggs,other creams cheeses
2472768,83719,3,5,12,7.0,123,5,0,4,produce,packaged vegetables fruits
2472768,83719,3,5,12,7.0,24,6,0,4,produce,fresh fruits
2472768,83719,3,5,12,7.0,120,7,0,16,dairy eggs,yogurt
2472768,83719,3,5,12,7.0,26,8,1,7,beverages,coffee
2472768,83719,3,5,12,7.0,31,9,0,7,beverages,refrigerated
2472768,83719,3,5,12,7.0,31,10,0,7,beverages,refrigerated
2472768,83719,3,5,12,7.0,31,11,0,7,beverages,refrigerated
2472768,83719,3,5,12,7.0,67,12,1,20,deli,fresh dips tapenades
2472768,83719,3,5,12,7.0,91,13,0,16,dairy eggs,soy lactosefree
2472768,83719,3,5,12,7.0,50,14,1,19,snacks,fruit vegetable snacks
2472768,83719,3,5,12,7.0,24,15,0,4,produce,fresh fruits
2472768,83719,3,5,12,7.0,67,16,0,20,deli,fresh dips tapenades
2472768,83719,3,5,12,7.0,67,17,0,20,deli,fresh dips tapenades
2472768,83719,3,5,12,7.0,107,18,1,19,snacks,chips pretzels
2472768,83719,3,5,12,7.0,3,19,0,19,snacks,energy granola bars
3384707,87036,40,2,11,4.0,100,1,1,21,missing,missing
3384707,87036,40,2,11,4.0,24,2,1,4,produce,fresh fruits
3384707,87036,40,2,11,4.0,107,3,0,19,snacks,chips pretzels
3384707,87036,40,2,11,4.0,38,4,1,1,frozen,frozen meals
3384707,87036,40,2,11,4.0,38,5,0,1,frozen,frozen meals
3384707,87036,40,2,11,4.0,38,6,0,1,frozen,frozen meals
3384707,87036,40,2,11,4.0,66,7,1,6,international,asian foods
532460,79046,9,1,7,0.0,52,1,1,1,frozen,frozen breakfast
532460,79046,9,1,7,0.0,86,2,1,16,dairy eggs,eggs
532460,79046,9,1,7,0.0,78,3,1,19,snacks,crackers
532460,79046,9,1,7,0.0,123,4,1,4,produce,packaged vegetables fruits
532460,79046,9,1,7,0.0,75,5,0,17,household,laundry
2438576,146015,15,1,17,6.0,84,1,1,16,dairy eggs,milk
2438576,146015,15,1,17,6.0,123,2,1,4,produce,packaged vegetables fruits
2438576,146015,15,1,17,6.0,93,3,1,3,bakery,breakfast bakery
2438576,146015,15,1,17,6.0,24,4,1,4,produce,fresh fruits
2438576,146015,15,1,17,6.0,96,5,1,20,deli,lunch meat
2438576,146015,15,1,17,6.0,98,6,1,7,beverages,juice nectars
2691066,77626,17,5,17,7.0,18,1,1,10,bulk,bulk dried fruits vegetables
2691066,77626,17,5,17,7.0,91,2,1,16,dairy eggs,soy lactosefree
2691066,77626,17,5,17,7.0,120,3,1,16,dairy eggs,yogurt
2691066,77626,17,5,17,7.0,120,4,1,16,dairy eggs,yogurt
2691066,77626,17,5,17,7.0,120,5,1,16,dairy eggs,yogurt
2691066,77626,17,5,17,7.0,24,6,1,4,produce,fresh fruits
2691066,77626,17,5,17,7.0,91,7,1,16,dairy eggs,soy lactosefree
2691066,77626,17,5,17,7.0,24,8,1,4,produce,fresh fruits
1812993,154385,2,3,10,5.0,84,1,1,16,dairy eggs,milk
1812993,154385,2,3,10,5.0,67,2,1,20,deli,fresh dips tapenades
1812993,154385,2,3,10,5.0,67,3,1,20,deli,fresh dips tapenades
1812993,154385,2,3,10,5.0,107,4,1,19,snacks,chips pretzels
1812993,154385,2,3,10,5.0,78,5,0,19,snacks,crackers
1812993,154385,2,3,10,5.0,107,6,0,19,snacks,chips pretzels
3349731,48907,7,1,8,25.0,120,1,1,16,dairy eggs,yogurt
3349731,48907,7,1,8,25.0,120,2,1,16,dairy eggs,yogurt
3349731,48907,7,1,8,25.0,115,3,1,7,beverages,water seltzer sparkling water
3349731,48907,7,1,8,25.0,107,4,1,19,snacks,chips pretzels
3349731,48907,7,1,8,25.0,24,5,1,4,produce,fresh fruits
3349731,48907,7,1,8,25.0,83,6,1,4,produce,fresh vegetables
3349731,48907,7,1,8,25.0,123,7,0,4,produce,packaged vegetables fruits
3349731,48907,7,1,8,25.0,53,8,0,16,dairy eggs,cream
3349731,48907,7,1,8,25.0,45,9,0,19,snacks,candy chocolate
1363269,156716,11,6,7,24.0,121,1,1,14,breakfast,cereal
1363269,156716,11,6,7,24.0,107,2,0,19,snacks,chips pretzels
1363269,156716,11,6,7,24.0,50,3,1,19,snacks,fruit vegetable snacks
1363269,156716,11,6,7,24.0,50,4,1,19,snacks,fruit vegetable snacks
1363269,156716,11,6,7,24.0,84,5,1,16,dairy eggs,milk
1363269,156716,11,6,7,24.0,121,6,1,14,breakfast,cereal
1363269,156716,11,6,7,24.0,115,7,1,7,beverages,water seltzer sparkling water
1363269,156716,11,6,7,24.0,107,8,1,19,snacks,chips pretzels
1363269,156716,11,6,7,24.0,54,9,0,17,household,paper goods
903902,60419,2,5,11,25.0,77,1,1,7,beverages,soft drinks
3153207,128444,35,0,13,30.0,79,1,1,1,frozen,frozen pizza
3153207,128444,35,0,13,30.0,77,2,1,7,beverages,soft drinks
3153207,128444,35,0,13,30.0,115,3,0,7,beverages,water seltzer sparkling water
3153207,128444,35,0,13,30.0,107,4,1,19,snacks,chips pretzels
3153207,128444,35,0,13,30.0,125,5,0,19,snacks,trail mix snack mix
3153207,128444,35,0,13,30.0,23,6,0,19,snacks,popcorn jerky
3153207,128444,35,0,13,30.0,107,7,0,19,snacks,chips pretzels
3153207,128444,35,0,13,30.0,89,8,0,13,pantry,salad dressing toppings
